DISTRICT,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females,SUP Total,SUP # Retained,SUP % Retained,PRNC Total,PRNC # Retained,PRNC % Retained,TCHR Total,TCHR # Retained,TCHR % Retained,Total FTE Memb,General Fund Appropriations,"Grants, Revolving & Other Funds",Total Expenditures,Expenditure Per Pupil,SATs Taken,SAT Reading,SAT Writing,SAT Math,EngNot1stLang#,EngNot1stLang%,EngLangLrn#,EngLangLrn%,Disab#,Disab%,HighNeeds#,HighNeeds%,EconDisadv#,EconDisadv%,# Graduated,# Completed MassCore,% Completed MassCore,SCI P+A #,SCI P+A %,SCI A#,SCI A %,SCI P#,SCI P %,SCI NI #,SCI NI %,SCI W/F #,SCI W/F %,SCI Stud. Incl. #,SCI CPI,SCI SGP,SCI Incl. in SGP(#),MTH P+A #,MTH P+A %,MTH A #,MTH A %,MTH P #,MTH P %,MTH NI #,MTH NI %,MTH W/F #,MTH W/F %,MTH Stud. Incl. #,MTH CPI,MTH SGP,MTH Incl. in SGP(#),ELA P+A #,ELA P+A %,ELA A #,ELA A %,ELA P #,ELA P %,ELA NI #,ELA NI %,ELA W/F #,ELA W/F %,ELA Stud. Incl. #,ELA CPI,ELA SGP,ELA Incl. in SGP(#)
Minuteman Regional Vocational Technical,7.1,1.8,10,79,0,0,2.1,68.1,31.9,1,1,100,1,1,100,78,65,83.3,#N/A,#N/A,#N/A,#N/A,#N/A,82,476,447,452,12,1.8,2,0.3,342,50.8,406,60.3,129,19.2,146,146,100,107,69,23,15,84,55,44,29,3,2,154,88.6,N/A,N/A,140,127,73,56,32,71,41,36,21,12,7,175,88.7,48,137,169,97,59,34,110,63,5,3,0,0,174,99.1,40
Mohawk Trail,0.7,0.8,3.6,92.4,0.1,0.1,2.2,50.6,49.4,1,1,100,5,4,80,99,83,83.8,"1,084.10","$16,017,865","$2,285,240","$18,303,105","$16,883",62,530,503,532,5,0.5,3,0.3,177,18.3,381,39.4,270,28,66,66,100,104,51,27,13,77,38,84,41,17,8,205,81.1,N/A,N/A,367,277,61,125,27,152,33,125,27,54,12,456,82.6,55,368,351,76,88,19,263,57,89,19,19,4,459,91.6,51
Monomoy Regional School District,7,1.7,5.2,81.4,0.7,0.1,4,49.8,50.2,1,0,0,6,6,100,189,178,94.2,#N/A,#N/A,#N/A,#N/A,#N/A,62,516,495,501,131,6.8,75,3.9,303,15.6,700,36,426,22,99,69,69.7,253,63,63,16,190,47,118,29,32,8,403,84,N/A,N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Monson,0.6,1,1.9,94.5,0.1,0.5,1.3,48.4,51.6,1,0,0,3,1,33.3,93,77,82.8,"1,239.60","$14,567,691","$1,587,285","$16,154,976","$13,032",58,484,477,487,23,2.1,4,0.4,159,14.4,330,29.9,214,19.6,71,52,73.2,145,51,25,9,120,42,112,40,26,9,283,80.6,N/A,N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Montachusett Regional Vocational Technical,0.9,1,13.1,80.4,0,0,4.6,55.1,44.9,1,1,100,1,1,100,106,95,89.6,#N/A,#N/A,#N/A,#N/A,#N/A,166,484,451,477,70,4.9,3,0.2,229,16,479,33.4,300,20.9,329,329,100,267,77,62,18,205,59,74,21,6,2,347,91.9,N/A,N/A,320,328,87,184,49,144,38,40,11,7,2,375,95.3,54.5,319,359,96,142,38,217,58,15,4,0,0,374,98.9,42
Mount Greylock,1.3,1.5,1.6,92.5,0.2,0.2,2.7,53.6,46.4,1,1,100,1,0,0,55,51,92.7,597.8,"$10,107,236","$952,810","$11,060,046","$18,501",78,555,551,562,1,0.2,1,0.2,71,12.8,134,24.2,79,14.4,115,31,27,109,61,21,12,88,49,53,30,17,9,179,82,N/A,N/A,256,203,71,123,43,80,28,51,18,30,11,284,85.6,40,255,254,90,114,40,140,49,25,9,4,1,283,96.1,50
Mystic Valley Regional Charter,17.2,15.4,5.5,57.2,0.3,0,4.4,48.1,51.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,95,518,506,551,46,3,0,0,234,15.5,449,29.8,256,17,#N/A,#N/A,#N/A,202,64,44,14,158,50,92,29,24,8,318,84.4,N/A,N/A,662,583,73,298,37,285,36,176,22,40,5,799,88.1,52,662,636,80,149,19,487,61,146,18,16,2,798,92.6,52
Nahant,0.6,5.8,1.7,91.9,0,0,0,50,50,1,1,100,1,1,100,14,13,92.9,335.1,"$3,918,781","$424,755","$4,343,536","$12,962",#N/A,#N/A,#N/A,#N/A,7,4.1,0,0,19,11,44,25.6,29,16.9,#N/A,#N/A,#N/A,17,68,5,20,12,48,7,28,1,4,25,88,N/A,N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Nantucket,11.9,2,23.5,59.1,0,0.1,3.4,51.3,48.7,1,1,100,3,2,66.7,125,110,88,"1,495.00","$28,365,203","$1,553,470","$29,918,673","$20,012",83,517,495,493,355,22.9,222,14.4,214,13.7,591,37.9,248,16,91,89,97.8,161,51,37,12,124,39,114,36,39,12,314,77.1,N/A,N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Narragansett,0.8,0.2,2.3,94,0,0.1,2.5,51,49,1,1,100,4,4,100,100,88,88,"1,496.40","$18,280,472","$2,607,057","$20,887,529","$13,959",49,491,488,498,4,0.3,0,0,184,13.5,442,32.4,309,22.9,84,1,1.2,157,49,40,12,117,36,128,40,37,11,322,78.5,N/A,N/A,579,407,57,166,23,241,34,195,28,106,15,708,78.8,54,468,469,66,89,13,380,54,174,25,66,9,709,85.3,49
Nashoba,0.9,3.2,3.7,89.4,0.1,0.1,2.6,50.6,49.4,1,1,100,6,6,100,249,217,87.1,"3,560.50","$43,219,143","$5,377,544","$48,596,687","$13,649",234,557,546,577,106,3.1,34,1,451,12.9,598,17.1,178,5.1,223,223,100,626,78,190,24,436,54,156,19,22,3,804,91.9,N/A,N/A,1503,1493,81,885,48,608,33,263,14,96,5,1852,91.5,54,1504,1565,85,537,29,1028,56,226,12,59,3,1850,94.2,55
Nashoba Valley Regional Vocational Technical,0.7,1,5.3,88.6,0.5,0,3.9,59,41,1,1,100,1,1,100,56,46,82.1,#N/A,#N/A,#N/A,#N/A,#N/A,91,439,413,452,6,0.8,0,0,240,32.7,340,46.3,141,19.2,155,155,100,140,80,42,24,98,56,31,18,5,3,176,91.6,N/A,N/A,184,154,78,85,43,69,35,33,17,11,6,198,89.8,54,184,186,93,44,22,142,71,13,7,0,0,199,97.5,38
Natick,2.8,8.2,3.7,80.9,0,0.1,4.3,51,49,1,1,100,9,8,88.9,371,329,88.7,"5,440.30","$64,084,269","$9,630,287","$73,714,556","$13,550",295,541,532,560,418,7.8,87,1.6,812,14.9,"1,235",22.7,426,7.9,331,259,78.2,807,73,326,30,481,44,251,23,46,4,1104,90,N/A,N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Nauset,3.2,2.6,3.3,88.6,0.4,0.1,1.7,47.7,52.3,1,1,100,2,2,100,152,134,88.2,"1,709.10","$26,136,530","$4,153,347","$30,289,877","$17,723",200,532,523,538,50,3.3,26,1.7,234,15.3,438,28.6,246,16.2,257,181,70.4,337,77,89,20,248,57,84,19,17,4,438,90.2,N/A,N/A,752,615,76,333,41,282,35,135,17,63,8,813,88.3,49,735,727,90,355,44,372,46,63,8,20,2,810,96,63
Needham,2.8,7.5,4.7,81,0,0,3.9,49.6,50.4,1,1,100,8,7,87.5,382,335,87.7,"5,608.60","$74,047,850","$10,192,592","$84,240,442","$15,020",349,580,585,599,453,8.2,90,1.6,848,15.2,"1,107",19.8,233,4.2,363,359,98.9,994,77,313,24,681,52,261,20,44,3,1299,91.2,N/A,N/A,2414,2438,81,1481,49,957,32,416,14,138,5,2992,91.8,57,2318,2545,86,982,33,1563,53,357,12,74,2,2976,94.4,54
Neighborhood House Charter,52.5,4.3,19.1,17.8,1,0,5.3,50.8,49.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,108,27.1,21,5.3,48,12.1,169,42.5,106,26.6,#N/A,#N/A,#N/A,25,35,1,1,24,34,40,56,6,8,71,72.5,N/A,N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
New Bedford,11.7,0.8,34.5,46.3,0.5,0.3,5.9,52.9,47.1,1,0,0,25,17,68,882,743,84.2,"13,537.30","$149,890,309","$23,276,517","$173,166,826","$12,792",233,434,416,440,"3,114",24.8,"1,361",10.8,"2,770",21.9,"8,736",69.1,"6,984",55.6,381,95,24.9,541,24,71,3,470,20,1096,48,661,29,2298,60.6,N/A,N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
New Liberty Charter School of Salem (District),8.7,0,30.4,52.2,0,0,8.7,50,50,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,11,23.9,4,8.7,21,45.7,31,67.4,20,43.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
New Salem-Wendell,0,1.3,4.6,88.7,0,0,5.3,49,51,1,0,0,1,0,0,14,13,92.9,138.7,"$1,831,185","$482,591","$2,313,776","$16,682",#N/A,#N/A,#N/A,#N/A,1,0.7,0,0,29,19.2,73,48.3,57,37.7,#N/A,#N/A,#N/A,12,80,5,33,7,47,3,20,0,0,15,95,N/A,N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Newburyport,1,1.8,2.3,92.9,0,0,1.8,49.5,50.5,1,0,0,5,5,100,181,163,90.1,"2,601.50","$31,676,500","$4,933,970","$36,610,470","$14,073",175,543,553,560,59,2.5,21,0.9,295,12.4,447,18.8,174,7.4,159,158,99.4,377,68,130,23,247,44,147,26,34,6,558,87.3,N/A,N/A,1022,910,71,523,41,387,30,275,21,97,8,1282,87.1,57,1024,1069,83,444,35,625,49,165,13,47,4,1281,93.4,64
Newton,4.9,17,7.3,65.1,0.1,0.1,5.4,50.5,49.5,1,1,100,30,19,63.3,"1,043",957,91.8,"12,623.10","$198,109,084","$23,813,543","$221,922,627","$17,581",774,595,595,615,"2,818",22.2,883,7,"2,512",19.6,"4,041",31.6,916,7.2,927,851,91.8,2010,72,768,27,1242,44,683,24,116,4,2809,89.3,N/A,N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Norfolk,0.9,0.8,3.8,91.6,0,0,2.9,54,46,1,1,100,2,2,100,70,69,98.6,936.1,"$11,458,044","$1,485,447","$12,943,491","$13,827",#N/A,#N/A,#N/A,#N/A,6,0.7,0,0,145,16.2,168,18.8,36,4,#N/A,#N/A,#N/A,96,75,37,29,59,46,29,23,3,2,128,91.2,N/A,N/A,365,390,78,222,44,168,34,94,19,17,3,501,91.4,51,362,414,83,121,24,293,59,66,13,17,3,497,93.7,52
Norfolk County Agricultural,1.6,1.4,2.4,92.8,0,0,1.8,31.5,68.5,1,1,100,1,1,100,45,38,84.4,#N/A,#N/A,#N/A,#N/A,#N/A,88,482,468,483,0,0,0,0,78,15.7,129,25.9,59,11.8,111,111,100,113,96,52,44,61,52,5,4,0,0,118,98.7,N/A,N/A,115,111,87,63,49,48,38,16,13,1,1,128,95.5,35,115,126,98,64,50,62,48,2,2,0,0,128,99.6,39
North Adams,3.1,0.3,5.7,83.6,0.2,0.5,6.6,50.3,49.7,1,1,100,4,3,75,150,136,90.7,"1,693.60","$21,668,965","$4,555,004","$26,223,969","$15,484",63,470,441,467,22,1.5,13,0.9,393,26,940,62.3,789,52.7,96,66,68.8,90,35,21,8,69,27,109,42,61,23,260,67.8,N/A,N/A,496,315,44,121,17,194,27,226,32,174,24,715,71.6,39,498,368,51,58,8,310,43,247,34,101,14,716,78.9,37
North Andover,3.1,7.5,7.7,79.3,0.3,0.3,1.7,51.6,48.4,1,1,100,7,7,100,309,272,88,"4,886.20","$51,359,971","$6,734,176","$58,094,147","$11,889",327,539,531,543,352,7.3,64,1.3,727,14.9,"1,194",24.5,513,10.7,336,336,100,734,66,225,20,509,46,304,28,66,6,1104,86.5,N/A,N/A,2077,1900,74,1018,40,882,34,481,19,193,7,2574,88.6,57,2084,2092,81,691,27,1401,54,377,15,108,4,2577,93,54
North Attleborough,1.9,5.1,3.7,85.8,0.3,0.1,3,50,50,1,1,100,9,9,100,291,266,91.4,"4,724.60","$46,957,998","$4,531,269","$51,489,267","$10,898",260,532,510,537,282,6.1,105,2.3,742,16,"1,227",26.5,560,12.2,289,245,84.8,700,65,212,20,488,46,298,28,73,7,1071,86.7,N/A,N/A,2023,1765,70,810,32,955,38,518,20,254,10,2537,86.1,47,2011,1976,78,552,22,1424,56,418,17,135,5,2529,92.1,48
North Brookfield,0.9,0.5,5.6,88.8,0,0,4.2,52.5,47.5,1,1,100,2,2,100,48,41,85.4,698.8,"$7,842,220","$1,148,131","$8,990,351","$12,865",18,524,459,503,6,1,0,0,105,18.2,230,39.8,155,27.1,31,31,100,47,36,9,7,38,29,59,46,23,18,129,69.4,N/A,N/A,245,154,48,53,16,101,31,113,35,55,17,322,73.1,46,244,207,65,26,8,181,57,81,25,31,10,319,83.9,38.5
North Middlesex,0.9,1.1,3.1,92.5,0.1,0,2.2,50.2,49.8,1,1,100,8,6,75,257,237,92.2,"3,625.60","$43,510,218","$4,156,807","$47,667,025","$13,147",186,514,488,528,49,1.5,16,0.5,634,18.8,992,29.4,474,14.3,234,234,100,440,60,109,15,331,45,250,34,44,6,734,84.1,N/A,N/A,1448,1135,62,498,27,637,35,488,27,207,11,1830,82.8,45,1441,1369,75,359,20,1010,55,351,19,100,5,1820,90.1,49
North Reading,0.7,3.4,2.1,91.5,0,0.1,2.2,50.4,49.6,1,1,100,5,5,100,208,189,90.9,"2,640.20","$31,765,250","$3,325,688","$35,090,938","$13,291",156,540,527,548,19,0.7,7,0.3,457,17.7,586,22.7,160,6.3,187,187,100,431,73,173,29,258,44,141,24,18,3,590,89.9,N/A,N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Northampton,2.6,4,16.9,71.3,0.3,0,4.9,50,50,1,0,0,6,3,50,217,185,85.3,"3,039.50","$35,548,288","$4,567,813","$40,116,101","$13,198",183,586,557,572,238,8.8,97,3.6,634,23.1,"1,073",39.2,599,22.2,213,0,0,400,65,131,21,269,44,159,26,57,9,616,84.2,N/A,N/A,1106,801,57,381,27,420,30,356,26,239,17,1396,77.7,53.5,1088,999,72,330,24,669,48,285,20,111,8,1395,87.4,49.5
Northampton-Smith Vocational Agricultural,1.9,1.2,16.3,79.1,0,0,1.6,62.3,37.7,1,1,100,1,0,0,48,39,81.3,#N/A,#N/A,#N/A,#N/A,#N/A,17,439,408,458,19,4.4,16,3.7,158,36.7,235,54.7,115,26.7,99,58,58.6,69,66,9,9,60,58,29,28,6,6,104,85.6,N/A,N/A,106,70,61,26,23,44,38,28,24,17,15,115,80.7,52.5,105,96,83,19,17,77,67,15,13,4,3,115,92.8,41
Northboro-Southboro,1.2,8.4,3.2,84.8,0,0.6,1.8,47.1,52.9,1,1,100,1,1,100,109,97,89,"1,488.90","$18,690,238","$2,285,938","$20,976,176","$14,088",341,555,555,572,96,6.6,19,1.3,136,9.3,229,15.7,83,5.7,378,0,0,313,92,185,54,128,38,26,8,1,0,340,97.6,N/A,N/A,329,330,94,270,77,60,17,16,5,4,1,350,97.6,70,329,349,99,285,81,64,18,2,1,1,0,352,99.7,75
Northborough,1.4,11.2,6.5,75.9,0.5,0.6,3.9,51.8,48.2,1,1,100,5,4,80,147,139,94.6,"1,850.40","$25,067,536","$1,651,572","$26,719,108","$14,440",#N/A,#N/A,#N/A,#N/A,237,13.1,99,5.5,285,15.5,485,26.5,156,8.6,#N/A,#N/A,#N/A,290,69,69,16,221,52,113,27,19,5,422,88,N/A,N/A,1034,881,69,475,37,406,32,275,22,120,9,1276,85.2,55,1035,984,77,269,21,715,56,237,19,59,5,1280,90.7,48
Northbridge,0.4,1,6.2,88.8,0,0.1,3.5,51.9,48.1,1,1,100,5,4,80,181,164,90.6,"2,676.80","$27,757,642","$4,727,472","$32,485,114","$12,136",101,510,481,507,58,2.3,35,1.4,448,17.9,851,34,535,21.5,179,179,100,276,53,69,13,207,40,190,36,56,11,522,80.2,N/A,N/A,1046,664,51,264,20,400,31,402,31,240,18,1306,75,54,1043,816,63,173,13,643,49,324,25,164,13,1304,82.5,42
Northeast Metropolitan Regional Vocational Technical,3,1.3,29,65,0,0.1,1.7,54.6,45.4,1,1,100,1,1,100,113,99,87.6,#N/A,#N/A,#N/A,#N/A,#N/A,160,423,400,436,257,20.3,19,1.5,314,24.8,576,45.5,333,26.3,286,205,71.7,169,56,15,5,154,51,120,40,14,5,303,82.4,N/A,N/A,300,212,65,92,28,120,37,91,28,23,7,326,84.4,44,295,296,91,77,24,219,68,25,8,3,1,324,97.1,47
Northern Berkshire Regional Vocational Technical,1,0.4,2.6,94.6,0.2,0,1.2,62.6,37.4,1,1,100,1,1,100,46,43,93.5,#N/A,#N/A,#N/A,#N/A,#N/A,43,464,433,449,0,0,0,0,75,15,179,35.8,133,26.6,102,102,100,86,74,13,11,73,63,28,24,2,2,116,91.4,N/A,N/A,105,102,78,42,32,60,46,25,19,3,2,130,92.5,52,104,125,95,34,26,91,69,6,5,1,1,132,97.7,36
Norton,1.5,1.9,2.3,91.8,0.2,0.2,2.1,51.1,48.9,1,0,0,5,5,100,193,175,90.7,"2,895.20","$32,128,445","$3,627,978","$35,756,423","$12,350",129,522,505,537,36,1.4,15,0.6,544,21.2,799,31.1,355,14.1,175,175,100,388,64,107,18,281,47,178,30,37,6,603,86.2,N/A,N/A,1144,943,67,406,29,537,38,330,23,132,9,1405,85,52,1146,1089,77,336,24,753,53,248,18,71,5,1408,91,50
Norwell,0.7,2.1,1.2,94,0.1,0.1,1.7,50.7,49.3,1,1,100,4,4,100,158,147,93,"2,273.80","$28,995,158","$2,945,141","$31,940,299","$14,047",162,554,544,562,30,1.3,6,0.3,330,14.5,395,17.3,81,3.6,157,157,100,443,81,144,26,299,55,92,17,12,2,547,93.1,N/A,N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Norwood,10.8,7.1,8.5,71.9,0,0.1,1.6,50.9,49.1,1,1,100,8,6,75,287,260,90.6,"3,497.30","$45,671,133","$6,920,050","$52,591,183","$15,038",226,494,486,497,553,15.9,220,6.3,633,17.9,"1,352",38.2,671,19.3,238,238,100,418,58,106,15,312,44,241,34,57,8,716,82.8,N/A,N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Oak Bluffs,3.4,1.5,14.4,68.6,2.9,0.7,8.5,47.9,52.1,1,1,100,1,1,100,54,49,90.7,450.3,"$8,295,078","$553,135","$8,848,213","$19,650",#N/A,#N/A,#N/A,#N/A,60,14.6,57,13.9,86,20.9,179,43.4,87,21.2,#N/A,#N/A,#N/A,22,37,3,5,19,32,28,47,9,15,59,77.1,N/A,N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Old Colony Regional Vocational Technical,0.5,0.4,0.5,97.7,0,0,0.9,56.7,43.3,1,1,100,1,1,100,53,47,88.7,#N/A,#N/A,#N/A,#N/A,#N/A,53,459,437,474,0,0,0,0,127,22.2,196,34.3,92,16.1,140,0,0,95,72,21,16,74,56,37,28,0,0,132,89.8,N/A,N/A,135,117,84,72,52,45,32,16,12,6,4,139,92.3,41,136,135,96,53,38,82,59,5,4,0,0,140,98.9,41.5
Old Rochester,2.2,2,1.2,92.2,0.1,0.1,2.3,49.8,50.2,1,1,100,2,2,100,84,81,96.4,"1,223.80","$15,271,372","$1,808,488","$17,079,860","$13,956",158,520,515,531,9,0.7,2,0.2,171,13.6,250,19.9,100,8,159,100,62.9,270,64,62,15,208,49,135,32,16,4,421,86,N/A,N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Orange,1.3,0.9,6.3,87.8,0.2,0,3.6,52.4,47.6,1,0,0,3,2,66.7,47,41,87.2,705.9,"$7,528,454","$1,357,659","$8,886,113","$12,588",#N/A,#N/A,#N/A,#N/A,5,0.8,0,0,119,18.6,356,55.7,301,47.2,#N/A,#N/A,#N/A,45,46,10,10,35,36,42,43,10,10,97,77.1,N/A,N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Orleans,1.8,3.2,1.4,92.2,0,0.9,0.5,54.1,45.9,1,1,100,1,1,100,28,22,78.6,220.8,"$4,739,013","$371,807","$5,110,820","$23,147",#N/A,#N/A,#N/A,#N/A,4,1.8,2,0.9,30,13.8,69,31.7,47,21.6,#N/A,#N/A,#N/A,31,74,13,31,18,43,11,26,0,0,42,91.7,N/A,N/A,68,78,71,41,37,37,34,28,25,4,4,110,88.9,52.5,66,88,80,23,21,65,59,17,15,5,5,110,91.8,49
Oxford,1.1,0.9,9.7,85.2,0.2,0.1,2.9,51.7,48.3,1,1,100,5,5,100,138,127,92,"1,979.30","$22,482,378","$3,390,172","$25,872,550","$13,072",77,483,487,499,20,1.1,5,0.3,278,14.6,704,37,506,26.8,99,65,65.7,184,47,39,10,145,37,165,42,41,11,390,78.3,N/A,N/A,788,552,55,230,23,322,32,287,29,166,17,1005,77.6,51,787,676,67,122,12,554,55,251,25,76,8,1003,85.9,49
Palmer,1.7,1.7,6.1,87.2,0.1,0.1,3,52.3,47.7,1,1,100,3,3,100,123,111,90.2,"1,536.50","$19,394,044","$2,031,917","$21,425,961","$13,945",52,504,494,506,48,3.4,17,1.2,256,17.6,647,44.4,468,32.7,94,87,92.6,164,52,36,11,128,41,110,35,42,13,316,79.1,N/A,N/A,627,396,49,157,19,239,30,255,32,155,19,806,74.4,44,638,515,63,112,14,403,50,210,26,87,11,812,83.8,44
Pathfinder Regional Vocational Technical,0.2,0.5,4.5,90.2,1,0,3.7,58.5,41.5,1,1,100,1,1,100,81,74,91.4,#N/A,#N/A,#N/A,#N/A,#N/A,37,438,398,427,0,0,0,0,166,26.7,299,48.1,197,31.7,141,0,0,80,60,7,5,73,54,52,39,2,1,134,84.1,N/A,N/A,139,90,63,34,24,56,39,36,25,18,13,144,81.9,38,140,129,89,23,16,106,73,13,9,3,2,145,95.3,37.5
Paulo Freire Social Justice Charter School (District),4.5,0,88.9,6.2,0,0.4,0,43.2,56.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,119,49,23,9.5,45,18.5,171,70.4,139,57.2,#N/A,#N/A,#N/A,30,58,4,8,26,50,15,29,7,13,52,78.8,N/A,N/A,58,50,71,14,20,36,51,14,20,6,9,70,86.8,35.5,58,69,99,21,30,48,69,0,0,1,1,70,98.9,70.5
Peabody,3.2,1.7,13.1,79.8,0.1,0,2.2,51.1,48.9,1,1,100,10,6,60,451,409,90.7,"6,387.40","$75,679,020","$9,190,825","$84,869,845","$13,287",312,505,480,519,"1,235",20.7,410,6.9,"1,152",19,"2,547",42.1,"1,561",26.1,431,369,85.6,648,51,136,11,512,40,523,41,106,8,1277,79.4,N/A,N/A,2418,1647,54,649,21,998,33,936,31,480,16,3063,77.5,46.5,2415,2137,70,431,14,1706,56,721,24,200,7,3058,87.9,49
Pelham,2.5,5,5,80,0,0.8,6.7,49.2,50.8,1,1,100,1,1,100,17,13,76.5,135.1,"$1,503,932","$659,952","$2,163,884","$16,017",#N/A,#N/A,#N/A,#N/A,4,3.3,0,0,24,20,34,28.3,15,12.5,#N/A,#N/A,#N/A,8,53,3,20,5,33,5,33,2,13,15,88.3,N/A,N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
